"GroupId","PersonalId","HomePlanet","CryoSleep","Deck","Num","Side","Destination","Age","VIP","RoomService","FoodCourt","ShoppingMall","Spa","VRDeck","FirstName","LastName","Transported"
883,1,"Earth",FALSE,"G",127,"P","TRAPPIST-1e",13,FALSE,875,5,10,18,0,"Elson","Malliamsey",0
885,1,"Earth",TRUE,"G",133,"S","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Chelsa","Pittson",0
885,2,"Earth",TRUE,"G",133,"S","55 Cancri e",52,FALSE,0,0,0,0,0,"Velyne","Pittson",1
890,1,"Mars",FALSE,"F",184,"P","TRAPPIST-1e",16,FALSE,172,81.0867643728789,338,9,0,"NONE","NONE",0
893,1,"Earth",TRUE,"G",129,"P","55 Cancri e",32,FALSE,0,0,0,0,0,"Rica","Barris",1
898,1,"Earth",TRUE,"G",134,"S","TRAPPIST-1e",25,FALSE,0,0,0,0,0,"Jilla","Alldson",0
901,1,"Mars",FALSE,"F",167,"S","TRAPPIST-1e",32,FALSE,47,0,2552,0,0,"Grake","Porki",1
903,1,"Earth",TRUE,"G",135,"S","55 Cancri e",23,FALSE,0,0,0,1265.74341256235,0,"Nelley","Rushorney",0
904,1,"Europa",FALSE,"C",33,"P","TRAPPIST-1e",44,FALSE,0,2792,0,148,1043,"Wein","Alcemblery",0
905,1,"Mars",FALSE,"D",38,"P","PSO J318.5-22",29,FALSE,4,0,421,435,19,"Gicks","Kin",0
907,1,"Europa",FALSE,"B",34,"P","55 Cancri e",41,FALSE,0,5738,7,9038,28,"Achah","Cassiding",0
907,2,"Europa",FALSE,"B",34,"P","TRAPPIST-1e",28,FALSE,0,1736,7,145,634,"Marinon","Cassiding",0
910,1,"Earth",TRUE,"G",137,"S","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Violey","Burryerson",1
911,1,"Mars",FALSE,"F",189,"P","TRAPPIST-1e",32,TRUE,2492,0,543,136,4,"Angars","Blate",0
911,2,"Mars",FALSE,"F",189,"P","TRAPPIST-1e",74,FALSE,853,0,543,31,0,"Froops","Blate",1
912,1,"Europa",FALSE,"B",37,"S","TRAPPIST-1e",31,FALSE,0,7461,0,369,450,"Dyonon","Imprank",1
913,1,"Europa",FALSE,"E",51,"P","55 Cancri e",38,FALSE,0,172,0,5907,34,"Shail","Parymider",0
915,1,"Earth",FALSE,"G",138,"S","TRAPPIST-1e",20,FALSE,157,0,0,544,3,"Jerrye","Leodger",0
922,1,"Europa",TRUE,"B",35,"P","55 Cancri e",33,FALSE,0,0,0,0,204.605494162207,"Shaiam","Obedaming",1
922,2,"Europa",FALSE,"B",35,"P","55 Cancri e",31,FALSE,0,1095,0,169,1226,"Achyon","Obedaming",0
923,1,"Europa",FALSE,"C",38,"S","55 Cancri e",35.6310467459876,FALSE,0,7767,0,15,2453,"Hadaron","Stiviorad",1
923,2,"Europa",TRUE,"B",38,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Alpha","Stiviorad",1
924,1,"Earth",FALSE,"E",67,"S","TRAPPIST-1e",33,FALSE,13,0,984,0,0,"Jona","Chaellerty",0
925,1,"Mars",FALSE,"F",191,"P","TRAPPIST-1e",34,FALSE,379,0,1626,0,0,"Skix","Kraie",0
925,2,"Mars",TRUE,"F",191,"P","TRAPPIST-1e",11,FALSE,0,0,0,0,0,"Varkes","Kraie",1
925,3,"Mars",TRUE,"F",191,"P","TRAPPIST-1e",41,FALSE,0,0,0,0,0,"Almone","Kraie",1
926,1,"Europa",FALSE,"B",39,"S","55 Cancri e",30,FALSE,0,7992,0,507,25,"Minchib","Asticit",1
926,2,"Europa",FALSE,"B",39,"S","TRAPPIST-1e",30,FALSE,0,760,234,2761,81,"Alkeson","Asticit",0
927,1,"Earth",FALSE,"G",140,"S","TRAPPIST-1e",25,FALSE,0,0,699,43,22,"Emmax","Avisnydes",0
928,1,"Earth",TRUE,"G",133,"P","PSO J318.5-22",31,FALSE,0,0,0,0,0,"Elene","Ryanglasey",1
930,1,"Earth",FALSE,"F",192,"P","TRAPPIST-1e",38,FALSE,646,0,0,135,260,"Arlie","Sweett",0
930,2,"Earth",TRUE,"G",134,"P","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Elanie","Sweett",1
932,1,"Mars",TRUE,"F",443.815833497632,"S","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Boats","Pette",1
935,1,"Earth",FALSE,"F",194,"P","TRAPPIST-1e",36,FALSE,0,11,0,18,872,"Terly","Rocknight",0
938,2,"Earth",FALSE,"E",68,"S","TRAPPIST-1e",30,FALSE,0,0,871,0,0,"Walles","Solinez",1
938,3,"Earth",FALSE,"G",143,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Tiney","Solinez",1
939,1,"Earth",TRUE,"G",135,"P","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Eulah","Peter",1
940,1,"Earth",FALSE,"G",136,"P","TRAPPIST-1e",38,FALSE,55,741,0,0,13,"Armen","Byerton",1
942,1,"Mars",FALSE,"F",196,"P","TRAPPIST-1e",18,FALSE,594,0,555,0,0,"Triple","Vloaf",0
944,1,"Earth",FALSE,"G",137,"P","TRAPPIST-1e",16,FALSE,891,0,831,0,0,"Hilley","Weaverays",0
944,2,"Earth",FALSE,"G",137,"P","55 Cancri e",8,FALSE,0,0,0,0,0,"Terrie","Weaverays",0
946,1,"Earth",FALSE,"F",198,"P","TRAPPIST-1e",19,FALSE,72,5,0,342,188,"Verly","Emenez",1
947,1,"Earth",FALSE,"G",138,"P","55 Cancri e",26,FALSE,0,474,0,0,201,"Lyny","Frandriquez",0
949,1,"Earth",TRUE,"G",140,"P","55 Cancri e",15,FALSE,0,0,0,0,0,"Benny","Johnsby",1
951,1,"Earth",TRUE,"G",144,"S","PSO J318.5-22",38,FALSE,0,0,0,0,0,"Done","Lunapperts",1
952,1,"Mars",FALSE,"F",175,"S","TRAPPIST-1e",45,FALSE,877,0,1383,0,0,"Grios","Colle",0
953,1,"Earth",FALSE,"F",199,"P","PSO J318.5-22",48,FALSE,0,306,3,0,359,"Erice","Potters",0
955,1,"Earth",TRUE,"G",145,"S","55 Cancri e",17,FALSE,0,0,0,0,0,"Glena","Smalloney",0
956,1,"Earth",FALSE,"E",70,"S","TRAPPIST-1e",28,FALSE,0,631,0,5,0,"Jimen","Bartez",1
957,1,"Mars",TRUE,"F",201,"P","TRAPPIST-1e",41,FALSE,0,0,0,0,0,"Waffs","Hapie",1
961,1,"Earth",FALSE,"G",141,"P","55 Cancri e",14,FALSE,0,885,8,0,0,"Gailia","Lewinez",1
964,1,"Europa",TRUE,"B",36,"P","TRAPPIST-1e",21,FALSE,0,0,0,0,1213.59473424356,"Alderak","Platch",1
964,2,"Europa",TRUE,"B",36,"P","TRAPPIST-1e",48,FALSE,0,0,0,0,0,"Weidus","Platch",1
965,1,"Mars",FALSE,"F",178,"S","TRAPPIST-1e",19,FALSE,631,0,834,304,0,"Wacks","Depie",0
966,1,"Earth",FALSE,"F",179,"S","TRAPPIST-1e",29,FALSE,1377,0,0,167,0,"Duana","Fulloydez",0
968,1,"Earth",FALSE,"E",53,"P","TRAPPIST-1e",20,FALSE,792,0,0,0,0,"Tyrona","Figuez",0
969,1,"Mars",TRUE,"F",202,"P","TRAPPIST-1e",44,FALSE,0,0,0,0,0,"Lar","Emone",1
971,1,"Earth",TRUE,"G",143,"P","TRAPPIST-1e",64,FALSE,0,0,0,0,0,"NONE","NONE",0
972,1,"Earth",FALSE,"E",54,"P","TRAPPIST-1e",21,FALSE,0,314,323,1026,6,"Glendy","Humphreyes",0
976,1,"Earth",TRUE,"G",146,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,0,"Tonyn","Sweeton",0
978,1,"Earth",FALSE,"F",203,"P","TRAPPIST-1e",24,FALSE,528.85327348802,32,8,0,0,"Lesley","Coxterez",0
979,1,"Europa",FALSE,"B",40,"S","TRAPPIST-1e",44,FALSE,0,0,0,0,0,"Gimph","Fushausive",1
982,1,"Earth",TRUE,"G",145,"P","PSO J318.5-22",57,FALSE,0,0,0,0,0,"Eriky","Hewson",1
982,2,"Earth",FALSE,"G",145,"P","TRAPPIST-1e",51,FALSE,0,3902.47754337801,4,0,0,"Joyton","Hewson",0
983,1,"Earth",TRUE,"G",149,"S","55 Cancri e",34,FALSE,0,0,0,0,0,"Teremy","Wiggs",1
984,2,"Earth",FALSE,"F",182,"S","TRAPPIST-1e",24,FALSE,0,0,718,0,0,"NONE","NONE",0
984,3,"Earth",FALSE,"G",150,"S","TRAPPIST-1e",23,FALSE,0,0,490,0,319,"Morrie","Sweekstarks",0
984,4,"Earth",TRUE,"G",150,"S","TRAPPIST-1e",30,FALSE,0,0,0,0,0,"Lyde","Sweekstarks",1
984,5,"Earth",FALSE,"F",182,"S","55 Cancri e",20,FALSE,0,11,0,136,1088,"Greggy","Sweekstarks",0
984,7,"Earth",TRUE,"G",150,"S","PSO J318.5-22",38.4848572713736,FALSE,0,0,0,0,0,"Shery","Flemaney",0
984,8,"Earth",TRUE,"G",150,"S","TRAPPIST-1e",71,FALSE,0,0,0,0,0,"Alancy","Flemaney",1
985,1,"Earth",FALSE,"E",57,"P","55 Cancri e",18,FALSE,6,0,597.302406240503,12,704,"Dory","Reyerson",1
987,1,"Earth",FALSE,"F",204,"P","TRAPPIST-1e",16,FALSE,3,0,35,150,478,"Fayen","Norrison",0
988,1,"Earth",FALSE,"G",151,"S","TRAPPIST-1e",28,FALSE,0,3,906,0,0,"Lyne","Bartez",0
988,2,"Earth",FALSE,"E",73,"S","TRAPPIST-1e",36,FALSE,1,784,0,55,149,"Jeresa","Bartez",1
989,1,"Earth",FALSE,"G",146,"P","TRAPPIST-1e",6,FALSE,0,0,0,0,0,"Kayd","Moranthons",0
990,1,"Earth",FALSE,"F",183,"S","PSO J318.5-22",26,FALSE,0,541,46,4,96,"Tonia","Cochrisons",0
992,1,"Europa",FALSE,"D",35,"S","TRAPPIST-1e",49,FALSE,31,2727,0,184,135,"Zino","Kiling",1
992,2,"Europa",FALSE,"D",35,"S","TRAPPIST-1e",29,FALSE,387,942,0,9927,1341,"Tareson","Kiling",0
992,4,"Europa",FALSE,"D",0,"S","55 Cancri e",35,TRUE,8030,300,0,0,1436,"Naosa","Herpumble",0
992,5,"Europa",TRUE,"D",35,"S","55 Cancri e",17,FALSE,0,0,0,0,0,"Sinon","Kiling",1
992,6,"Europa",FALSE,"D",35,"S","55 Cancri e",37,FALSE,4301,791,0,1748,91,"Weidus","Kiling",0
993,1,"Earth",FALSE,"F",184,"S","55 Cancri e",24,FALSE,252,0,0,449,0,"Juanie","Miltongson",0
994,2,"Earth",FALSE,"F",185,"S","TRAPPIST-1e",26,FALSE,621,1,98,11,135,"Dell","Wartyson",0
995,1,"Europa",TRUE,"C",36,"P","55 Cancri e",46,FALSE,0,0,0,0,0,"Chabik","Barmant",1
997,1,"Mars",FALSE,"F",186,"S","TRAPPIST-1e",27,FALSE,253,0,880,22,2,"Berios","Shpie",0
998,1,"Europa",FALSE,"C",37,"P","TRAPPIST-1e",56,FALSE,0,7447,0,253,35,"Muonin","Suptibler",1
1001,1,"Earth",TRUE,"G",154,"S","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Nadie","Llonovancis",0
1002,1,"Mars",FALSE,"F",187,"S","55 Cancri e",3,FALSE,0,0,0,0,0,"Caish","Leste",1
1002,3,"Mars",TRUE,"F",187,"S","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Spuffs","Leste",1
1004,1,"Europa",TRUE,"A",11,"S","55 Cancri e",56,FALSE,0,0,0,0,0,"Aldun","Wassird",1
1006,1,"Earth",FALSE,"E",74,"S","TRAPPIST-1e",21,FALSE,0,0,0,0,791,"Velyne","Summington",0
1006,2,"Earth",TRUE,"E",74,"S","TRAPPIST-1e",5,FALSE,0,0,0,0,0,"Stany","Summington",1
1006,3,"Earth",FALSE,"E",0,"S","TRAPPIST-1e",12,FALSE,0,0,0,0,0,"Stenny","Summington",1
1008,1,"Europa",TRUE,"C",39,"S","55 Cancri e",39,FALSE,0,0,0,0,0,"Wasatz","Spistory",1
1008,2,"Europa",TRUE,"C",39,"S","TRAPPIST-1e",60,FALSE,0,0,0,0,0,"Wimpha","Spistory",1
1012,1,"Earth",TRUE,"G",149,"P","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Valey","Hubbarton",1
1013,1,"Earth",TRUE,"G",158,"S","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Weslie","Farleyatton",0
1014,1,"Mars",TRUE,"F",207,"P","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Ranuts","Frasp",1
1015,1,"Earth",FALSE,"F",189,"S","TRAPPIST-1e",44,FALSE,0,131,267,554,0,"Wilmay","Antoshipson",0
1017,1,"Earth",FALSE,"F",190,"S","TRAPPIST-1e",20,FALSE,0,15,122,1125,0,"Joya","Blanglison",0
1018,1,"Earth",TRUE,"G",150,"P","TRAPPIST-1e",18,FALSE,0,0,0,0,0,"Elaney","Webstephrey",1
1020,1,"Mars",TRUE,"F",208,"P","TRAPPIST-1e",25,FALSE,0,0,0,0,0,"Appers","Wala",1
1024,1,"Earth",FALSE,"F",209,"P","55 Cancri e",18,FALSE,187,12,0,1277,0,"Verly","Chavezalez",0
1024,3,"Earth",FALSE,"G",152,"P","55 Cancri e",54,FALSE,0,5,0,594,209,"Bellee","Chavezalez",0
1025,1,"Earth",FALSE,"F",210,"P","TRAPPIST-1e",20,FALSE,759,0,106,202,0,"Chrisa","Harverez",0
1027,2,"Mars",FALSE,"F",211,"P","TRAPPIST-1e",46,FALSE,1454,0,81,38,0,"Anamse","Dal",0
1027,3,"Mars",FALSE,"F",211,"P","TRAPPIST-1e",31,FALSE,231,0,81,279,9,"Basps","Dal",0
1031,1,"Earth",FALSE,"F",194,"S","TRAPPIST-1e",14,FALSE,756,84,0,8,99,"Warry","Leonzaley",0
1032,1,"Earth",TRUE,"G",153,"P","PSO J318.5-22",25,FALSE,0,0,0,0,0,"Aude","Garzaley",0
1035,1,"Mars",FALSE,"F",214,"P","55 Cancri e",13,FALSE,4,0,1973,0,39,"Nutz","Bra",1
1036,1,"Earth",TRUE,"G",161,"S","PSO J318.5-22",24,FALSE,0,0,0,0,0,"Laude","Georgasey",1
1038,1,"Earth",FALSE,"G",163,"S","TRAPPIST-1e",47,FALSE,0,306,84,499,0,"Naomie","Knoxonway",0
1040,1,"Earth",FALSE,"G",164,"S","PSO J318.5-22",15,FALSE,521,162,62,5,0,"Clard","Mcbritts",1
1043,1,"Earth",FALSE,"F",215,"P","TRAPPIST-1e",49,FALSE,0,0,1526,960,0,"Gwenda","Talls",0
1045,2,"Europa",FALSE,"C",38,"P","TRAPPIST-1e",44,FALSE,0,2349,7,815,10896,"Shail","Unteckery",0
1047,1,"Earth",TRUE,"G",156,"P","TRAPPIST-1e",58,FALSE,0,0,0,0,0,"NONE","NONE",1
1048,1,"Earth",FALSE,"F",216,"P","TRAPPIST-1e",20,FALSE,0,537,612,3,0,"Deany","Mcdon",1
1049,2,"Mars",TRUE,"F",217,"P","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Yakers","Prie",1
1051,1,"Earth",FALSE,"F",197,"S","TRAPPIST-1e",21,FALSE,2,447,81,74,0,"Frandy","Warrison",0
1053,1,"Earth",FALSE,"F",199,"S","PSO J318.5-22",27,FALSE,182,0,0,0,376,"Rald","Colleruces",0
1056,2,"Mars",TRUE,"F",218,"P","55 Cancri e",30,FALSE,0,0,0,0,0,"Otlios","Ble",1
1057,1,"Europa",TRUE,"C",39,"P","55 Cancri e",20,FALSE,0,0,0,0,0,"Cherkar","Braned",1
1058,1,"Earth",FALSE,"F",201,"S","TRAPPIST-1e",19,FALSE,0,0,27,53,677,"Keithy","Ingston",0
1063,2,"Europa",TRUE,"B",38,"P","TRAPPIST-1e",15,FALSE,0,2499.10589553745,0,0,0,"Aldebah","Ingwhed",1
1066,1,"Mars",TRUE,"F",220,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Weres","Staf",1
1071,1,"Europa",FALSE,"T",0,"P","TRAPPIST-1e",35,FALSE,415,1328,0,14,60,"Alraida","Dingauge",0
1075,1,"Europa",TRUE,"B",41,"S","TRAPPIST-1e",14,FALSE,0,0,0,0,0,"Teron","Objeciane",1
1075,2,"Europa",TRUE,"B",41,"S","TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Duhra","Objeciane",1
1077,1,"Earth",TRUE,"G",162,"P","TRAPPIST-1e",37,FALSE,0,113,0,283,455,"Dorene","Bardinard",0
1078,1,"Earth",FALSE,"E",60,"P","55 Cancri e",25,FALSE,79,709,0,0,0,"Hellia","Ewins",0
1079,1,"Earth",FALSE,"G",163,"P","55 Cancri e",41,FALSE,638,0,133,0,1108.71219093636,"Helean","Traverdy",0
1080,1,"Mars",FALSE,"F",204,"S","TRAPPIST-1e",50,FALSE,202,661.383114639915,1108,0,0,"Ret","Parte",0
1082,1,"Mars",FALSE,"F",205,"S","TRAPPIST-1e",33,FALSE,694,0,60,564,0,"Grake","Traie",0
1083,1,"Mars",TRUE,"F",206,"S","TRAPPIST-1e",27,FALSE,0,0,0,0,0,"Ste","Sfin",1
1083,2,"Mars",TRUE,"F",206,"S","TRAPPIST-1e",23,FALSE,0,0,0,0,0,"Pars","Sfin",1
1085,1,"Earth",TRUE,"G",165,"P","TRAPPIST-1e",54,FALSE,0,0,0,0,0,"Troyce","Wagnerray",0
1086,4,"Earth",FALSE,"E",61,"P","TRAPPIST-1e",19,FALSE,0,0,0,641,0,"Almary","Willangsey",1
1086,5,"Earth",FALSE,"G",166,"P","TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Elly","Willangsey",1
1088,1,"Earth",TRUE,"G",169,"S","PSO J318.5-22",20,FALSE,0,0,0,0,0,"Kayd","Pottney",0
1089,1,"Europa",TRUE,"D",41,"P","55 Cancri e",33,FALSE,0,0,0,0,0,"Sheleon","Pronfraked",1
1089,2,"Europa",FALSE,"D",41,"P","TRAPPIST-1e",26,FALSE,0,565,1,677,794,"Gacrab","Pronfraked",0
1091,1,"Mars",TRUE,"F",223,"P","TRAPPIST-1e",35,FALSE,0,0,0,0,0,"Dills","Miste",1
1094,1,"Earth",FALSE,"F",224,"P","TRAPPIST-1e",60,FALSE,437,2,0,0,365,"Carona","Webstenson",0
1095,1,"Europa",TRUE,"B",0,"S","TRAPPIST-1e",34,FALSE,0,0,0,0,0,"Alhail","Drelcate",1
1096,1,"Earth",FALSE,"G",170,"S","TRAPPIST-1e",41.9433007597716,FALSE,233,0,0,0,488,"Essara","Simson",0
1097,1,"Mars",TRUE,"E",76,"S","TRAPPIST-1e",42,FALSE,0,0,0,0,0,"Tundsh","Weeke",1
1099,1,"Earth",FALSE,"F",225,"P","PSO J318.5-22",22,FALSE,0,78,642,0,0,"Andine","Mcneiley",0
1100,1,"Mars",FALSE,"F",226,"P","TRAPPIST-1e",18,FALSE,490,355,298,245,0,"Ros","Cuche",0
1100,2,"Mars",FALSE,"F",226,"P","TRAPPIST-1e",5,FALSE,509,0,0,0,0,"Jel","Cuche",1
1100,4,"Mars",FALSE,"E",62,"P","TRAPPIST-1e",29,FALSE,528,271,99,0,130,"Heat","Frité",0
1102,1,"Mars",FALSE,"F",227,"P","PSO J318.5-22",39,FALSE,173,0,660,1,781,"Boats","Dan",0
1108,2,"Mars",TRUE,"F",211,"S","TRAPPIST-1e",5,FALSE,0,0,0,0,0,"NONE","NONE",1
1110,1,"Europa",FALSE,"C",42,"S","TRAPPIST-1e",23,FALSE,0,24,0,55,7516,"Auvara","Ennalve",0
1113,1,"Earth",FALSE,"E",78,"S","TRAPPIST-1e",20,FALSE,0,0,0,0,719,"Stevey","Fielsenders",1
1114,2,"Mars",FALSE,"E",79,"S","TRAPPIST-1e",31,FALSE,0,0,0,0,0,"Apple","Kidne",0
1115,1,"Earth",TRUE,"G",173,"S","TRAPPIST-1e",34,FALSE,0,0,0,0,0,"Arl","Oneidson",1
1116,1,"Earth",FALSE,"G",174,"S","TRAPPIST-1e",9,FALSE,0,0,0,0,0,"Rickie","Barnolaney",1
1116,3,"Earth",TRUE,"G",174,"S","TRAPPIST-1e",26,FALSE,0,0,0,0,0,"Colly","Barnolaney",1
1117,1,"Earth",FALSE,"E",63,"P","TRAPPIST-1e",18,FALSE,855,0,51,0,0,"Jimen","Andackson",0
1121,1,"Earth",FALSE,"F",229,"P","PSO J318.5-22",55,FALSE,98,46,0,743,0,"Lynez","Burnerez",1
1127,1,"Europa",TRUE,"B",43,"S","55 Cancri e",18,FALSE,0,0,0,0,0,"Weid","Dishocatal",1
1129,1,"Earth",FALSE,"E",80,"S","TRAPPIST-1e",28,FALSE,2,0,0,787,3,"Ritany","Bellyonsley",0
1130,1,"Mars",TRUE,"E",81,"S","TRAPPIST-1e",23,FALSE,1654.30578281366,0,0,0,0,"Guaney","Cako",0
1130,2,"Mars",FALSE,"D",38,"S","55 Cancri e",20,FALSE,743.492345585382,3,3505,199,17,"Camonk","Cako",1
1132,1,"Earth",TRUE,"G",332.140095803617,"S","TRAPPIST-1e",22,FALSE,0,0,0,0,0,"Kariel","Benney",0
1134,1,"Europa",TRUE,"B",0,"S","55 Cancri e",13,FALSE,0,0,0,0,0,"Hadyon","Sobvisted",1
1136,1,"Earth",FALSE,"G",175,"S","TRAPPIST-1e",32,FALSE,0,1755,0,0,67,"Dessie","Bowenasey",1
1140,1,"Europa",FALSE,"B",46,"S","TRAPPIST-1e",53,FALSE,0,143,1632,3,756,"Scelava","Sofraten",1
1141,1,"Earth",TRUE,"G",176,"S","TRAPPIST-1e",19,FALSE,0,0,0,0,0,"Kerrie","Simstravery",1
1142,1,"Earth",FALSE,"G",173,"P","TRAPPIST-1e",54,FALSE,0,0,0,0,908,"Evaned","Pugherman",1
1144,1,"Earth",FALSE,"G",177,"S","TRAPPIST-1e",12,FALSE,0,0,0,0,0,"Molley","Barnolderg",1
1144,2,"Earth",FALSE,"F",217,"S","TRAPPIST-1e",35,FALSE,482,0,884,0,30,"Carlie","Barnolderg",0
1144,3,"Earth",FALSE,"G",177,"S","TRAPPIST-1e",55,FALSE,412,97,3,0,569.334769772339,"Landa","Barnolderg",0
1146,1,"Earth",FALSE,"F",232,"P","55 Cancri e",26,FALSE,620,0,187,0,1304,"Dianie","Roses",0
1148,1,"Europa",TRUE,"C",42,"P","55 Cancri e",22,FALSE,0,2885.62725724971,0,0,0,"Bosonon","Clugete",1
1148,2,"Europa",FALSE,"C",42,"P","55 Cancri e",35.0449676934134,FALSE,0,122,2138,7368,1213,"Axinon","Clugete",0
1148,3,"Europa",FALSE,"C",42,"P","TRAPPIST-1e",30,FALSE,0,5225,0,8,1933,"Caia","Clugete",0
1148,5,"Europa",TRUE,"C",42,"P","55 Cancri e",14,FALSE,0,0,0,0,0,"Halleth","Clugete",1
1148,6,"Europa",TRUE,"C",42,"P","TRAPPIST-1e",29,FALSE,0,0,442.8,0,0,"Batares","Clugete",1
1148,7,"Europa",FALSE,"C",42,"P","55 Cancri e",34,FALSE,2386,841,76,26,1693,"Edaron","Clugete",0
1149,2,"Earth",FALSE,"G",178,"S","TRAPPIST-1e",7,FALSE,0,0,0,0,0,"Paulie","Quinnerettt",0
1149,4,"Earth",FALSE,"G",178,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Chadie","Vaught",0
1149,5,"Earth",FALSE,"G",178,"S","55 Cancri e",10,FALSE,0,0,0,0,0,"Karie","Quinnerettt",0
1150,1,"Earth",TRUE,"G",179,"S","55 Cancri e",16,FALSE,0,0,0,0,0,"Dona","Brookes",0
1153,1,"Earth",TRUE,"G",174,"P","TRAPPIST-1e",18,FALSE,0,0,0,0,0,"Alfrey","Corman",1
1154,1,"Europa",TRUE,"B",43,"P","TRAPPIST-1e",25,FALSE,0,0,0,2886.85093287846,0,"Celeb","Ingascomet",1
1154,2,"Europa",TRUE,"B",43,"P","TRAPPIST-1e",32,FALSE,0,0,0,0,0,"Bahyon","Ingascomet",1
1154,3,"Europa",TRUE,"B",43,"P","55 Cancri e",26,FALSE,0,0,0,0,0,"Cella","Ingascomet",1
1155,1,"Earth",FALSE,"F",233,"P","TRAPPIST-1e",26,FALSE,131,799,0,0,16,"NONE","NONE",0
1161,1,"Europa",FALSE,"B",48,"S","55 Cancri e",28,FALSE,0,11330,72,43,461,"Zanino","Anderking",1
1162,1,"Europa",FALSE,"C",45,"S","TRAPPIST-1e",31,FALSE,0,1847,0,103,694,"Menchah","Radisiouss",1
1163,1,"Earth",FALSE,"F",235,"P","55 Cancri e",35,FALSE,0,1328,5,0,7,"NONE","NONE",1
1165,1,"Europa",FALSE,"B",44,"P","55 Cancri e",46,FALSE,0,7201,0,32,2587,"Azhah","Heermy",0
1165,2,"Europa",FALSE,"B",44,"P","TRAPPIST-1e",37,FALSE,636,333,0,205,67,"Kumark","Heermy",0
1165,3,"Europa",TRUE,"B",44,"P","TRAPPIST-1e",29,FALSE,0,0,0,0,0,"Nusakab","Waring",1
1166,1,"Europa",FALSE,"C",43,"P","55 Cancri e",30,FALSE,0,3564,926,1,1920,"Wasath","Shoeweely",0
1167,1,"Mars",TRUE,"F",236,"P","TRAPPIST-1e",28,FALSE,0,0,0,0,0,"Sugbix","Terry",1
1168,1,"Earth",FALSE,"E",69,"P","TRAPPIST-1e",16,FALSE,0,58,12,68,653,"Brancy","Hughriend",0
1169,1,"Mars",FALSE,"F",221,"S","TRAPPIST-1e",40,FALSE,2357,0,9,0,0,"Tifet","Sin",0
1173,1,"Earth",FALSE,"G",182,"S","PSO J318.5-22",24,FALSE,96,592,12,0,0,"Ryany","Gallandez",1
1174,1,"Earth",TRUE,"G",176,"P","TRAPPIST-1e",36,FALSE,0,0,0,0,0,"Janita","Lessonerry",1
1175,1,"Mars",TRUE,"F",223,"S","TRAPPIST-1e",34,FALSE,0,0,0,0,0,"Ers","Brin",1
1177,1,"Europa",TRUE,"C",44,"P","TRAPPIST-1e",59,FALSE,0,0,0,0,0,"Kaffias","Wasterivel",1
1178,1,"Earth",FALSE,"F",224,"S","TRAPPIST-1e",20,FALSE,0,0,600,0,0,"Walla","Summington",0
1179,1,"Europa",TRUE,"B",49,"S","TRAPPIST-1e",15,FALSE,0,0,0,0,0,"Kleeiak","Dischod",1
1180,1,"Earth",FALSE,"F",225,"S","TRAPPIST-1e",19,FALSE,0,0,957,4,0,"Reneen","Irwines",0
1182,1,"Mars",TRUE,"F",237,"P","55 Cancri e",64,FALSE,0,0,0,0,0,"Mits","Pota",1
1182,2,"Mars",FALSE,"E",70,"P","TRAPPIST-1e",24,FALSE,2997,0,3,0,7,"Wee","Pota",1
1182,3,"Mars",FALSE,"F",237,"P","TRAPPIST-1e",23,FALSE,60,1356,0,0,0,"Ork","Pota",1
1185,1,"Mars",FALSE,"E",71,"P","TRAPPIST-1e",30,FALSE,1650.88675942098,0,0,679,0,"Alls","Nutty",0
1186,1,"Earth",FALSE,"G",183,"S","TRAPPIST-1e",0,FALSE,0,0,0,0,0,"Card","Browlerson",1
1186,2,"Earth",FALSE,"G",183,"S","TRAPPIST-1e",8,FALSE,0,0,0,0,0,"Elany","Browlerson",0
1186,3,"Earth",TRUE,"G",183,"S","TRAPPIST-1e",1,FALSE,0,0,0,0,0,"Harrie","Browlerson",0
1186,4,"Earth",FALSE,"F",227,"S","TRAPPIST-1e",48,FALSE,0,33,654,0,113,"Oraryn","Browlerson",1
1187,1,"Earth",FALSE,"F",228,"S","TRAPPIST-1e",30,FALSE,0,575,180,4,44,"Erick","Matts",0
1187,2,"Earth",FALSE,"G",184,"S","TRAPPIST-1e",10,FALSE,0,0,0,0,0,"Hughan","Matts",0
